42,PA,65672,66713,68251,69539,71182,71709,71686,72181,72228,72583,74430,76274,78292,78285,77137,77307,78609,77742,83140,87889,83202,80015,76907,75076,76786,78508,81189,83217,84558,85967,87530,87262,85983,84523,83800,81877,80555,81448,80737,80190,78828,76531,75599,73195,71409,72283,72096,74779,80475,86285,83828,82943,82542,85426,87247,91636,93077,93062,95243,95378,94691,95803,95935,92848,89885,87452,84762,82167,79522,73356,71110,70003,71220,70477,49305,48762,49994,50763,43857,39104,36056,34955,33058,30255,28579,31896,29038,26180,23322,20464,17607,14749,11891,10115,9033,6175
44,RI,5251,5344,5522,5474,5680,5599,5492,5579,5600,5496,5755,5840,6148,6170,6159,6137,6341,6407,8564,9584,8833,8134,7204,6738,6962,7053,7324,7391,7444,7729,7898,7932,7597,7265,7007,6970,6886,6937,6839,6804,6649,6452,6248,6052,5975,6211,6217,6391,6834,7409,7372,7333,7356,7638,7759,8164,8183,8200,8415,8321,8042,8074,8107,7788,7549,7290,6940,6586,6395,5893,5683,5568,5634,5632,4011,3967,3927,3984,3429,3093,2820,2638,2530,2342,2260,2624,2398,2172,1946,1720,1494,1268,1112,1042,816,590
45,SC,26908,27206,27775,28422,29262,29652,29213,29677,29899,30199,31738,33010,33756,33473,32249,31417,31534,31111,31964,33435,32442,31684,31237,31111,30968,31807,32729,33844,35030,36265,36218,35143,33689,32615,32644,32261,32417,33211,33011,33041,32444,31585,31338,30484,29732,30400,30467,31490,33022,34832,33391,32729,32091,32960,34010,35703,36681,36258,36774,36644,36103,35792,36315,35980,35528,35155,34527,33659,32933,31265,30515,29732,29913,29748,21303,20869,20345,19745,16743,14986,13330,12329,11239,9961,9170,9405,8488,7571,6654,5737,4820,3903,2986,2069,1152,720
46,SD,5724,5801,6000,5974,5921,6017,5988,5941,5901,5870,5980,6171,6307,6248,6040,5859,5833,5588,5455,6025,5917,5803,5670,5485,5332,5288,5369,5436,5428,5338,5348,5422,5581,5486,5496,5402,5502,5488,5446,5383,5402,5048,4934,4715,4479,4413,4315,4341,4574,4855,4636,4542,4489,4693,4880,5247,5608,5822,5956,6097,6044,5949,5962,5870,5784,5685,5585,5274,5154,4712,4500,4164,3958,3782,2723,2747,2792,2710,2303,2057,2023,1930,1810,1701,1665,1905,1738,1572,1405,1239,1073,906,740,734,573,407
47,TN,39009,39399,39912,40026,41075,41157,40536,40823,40702,40741,42176,43999,45400,44908,43802,43273,43762,43258,41183,41000,42414,43172,43717,44901,45865,46832,47864,48567,50140,50648,49381,47929,46429,45331,45109,44274,44189,44876,44836,44805,44565,43464,43062,42072,40952,41942,41689,43299,45726,48353,46097,44250,42935,43993,45213,47776,48451,48193,48217,47682,47206,46660,46690,45778,44783,43538,42274,40878,39563,37098,36117,35850,36020,35412,25265,25148,24861,24245,21004,18963,17446,16274,14850,13025,12406,12816,11575,10335,9094,7854,6613,5373,4132,2892,1651,1254
48,TX,181809,184529,190259,196413,203690,205428,202092,201234,200125,203801,209972,214094,218400,216277,211291,209369,210171,207213,198354,198323,194094,191264,192133,194794,196575,198335,202773,207674,212780,214124,212497,208245,206289,206955,208234,207073,205374,208232,206148,205585,200952,192350,190003,186763,184222,183848,180733,182635,187268,192224,183210,174340,168242,167028,167767,173751,175238,175242,174437,172077,168207,164368,162613,157156,152466,147579,141379,135905,129827,122022,117937,113588,112165,109770,81826,80751,78422,74606,64719,59484,54158,50173,46313,41683,38951,40490,36595,32700,28805,24910,21015,17120,13225,9330,5435,4694
49,UT,23134,23020,23358,24305,25013,25261,25120,25524,25112,25685,26738,27425,27878,27511,27013,26801,26961,26148,24726,24856,26095,25985,25835,26752,25689,24762,24112,23926,24553,24445,23165,22300,21761,21544,22063,22065,22478,23241,23315,23298,23127,22554,22372,21054,19817,18781,17780,17335,17450,17850,16648,15999,15016,14840,14596,15130,15536,15890,16197,15989,15711,15734,15541,15052,14591,14280,13824,13344,12762,11747,11441,10988,10821,10521,7681,7823,7858,7519,6327,5718,5303,4906,4436,4089,3731,3769,3396,3023,2650,2277,1904,1531,1158,785,412,118
50,VT,2676,2775,2800,2956,3073,3027,3079,3073,3162,3114,3190,3326,3516,3549,3459,3418,3536,3602,4753,5552,5221,5004,4494,3849,3708,3730,3726,3732,3774,3790,3680,3665,3744,3838,3830,3816,3887,3960,3888,3848,3877,3762,3693,3557,3445,3514,3493,3577,3862,4321,4209,4161,4106,4243,4326,4627,4808,4937,5159,5198,4987,5096,5122,5000,4846,4765,4636,4570,4413,4116,3942,3836,3787,3744,2683,2716,2611,2561,2122,1936,1722,1633,1488,1333,1239,1379,1255,1131,1007,883,760,636,512,430,388,264
51,VA,47724,48338,49462,50024,51145,51078,50260,50309,50829,50923,52012,53232,55202,54545,53368,52932,53893,53203,55836,57600,56118,55481,54009,54088,54845,56148,57502,58152,58600,59559,59567,59130,58946,58756,59500,58966,58631,59648,58869,58695,57882,55859,55148,53734,52398,52466,51689,53549,56680,59509,57314,56020,55239,56103,57174,60193,60919,60419,59990,59169,58093,57411,56471,54288,53049,51405,49434,47609,45976,43434,42656,41891,42308,41635,30148,29981,29669,29010,24834,22407,20309,18995,17421,15717,14469,15373,13926,12479,11032,9585,8139,6692,5245,3798,2760,2351
53,WA,42059,42571,43492,45413,46204,46371,45756,46145,46008,46249,47353,48127,48918,47930,46308,45839,46077,45539,43476,43320,43324,43589,45468,47578,49075,51190,53492,55369,58059,59694,59455,58191,56831,56076,56803,55980,55222,55535,55058,53693,52056,49643,48813,47040,45782,45317,43858,44425,46444,49506,48354,46732,44712,44613,44880,47300,48691,49447,49915,49888,49103,48881,49072,47893,47386,46698,45493,44038,42352,39528,38213,37076,37010,36234,25962,25752,25171,23898,20087,17852,16179,15261,14048,12674,11549,12596,11441,10286,9131,7976,6822,5667,4512,3357,3195,2202
